"V1","V2","V3"
"Orange Velvet","Berkeley","0"
"Orange Velvet","Berkeley Blues","0"
"Orange Velvet","Berry White","0"
"Orange Velvet","Bio Diesel Mass","0.0625"
"Orange Velvet","Bio-Diesel","0"
"Orange Velvet","Blackberry","0"
"Orange Velvet","Blackberry Kush","0"
"Orange Velvet","Blood Wreck","0"
"Orange Velvet","Blowfish","0"
"Orange Velvet","Blue Cheese","0"
"Orange Velvet","Blue City Diesel","0"
"Orange Velvet","Blue Diesel","0.03125"
"Orange Velvet","Blue Dream","0"
"Orange Velvet","Blue Magoo","0"
"Orange Velvet","Blue Widow","0"
"Orange Velvet","Blueberry Kush","0"
"Orange Velvet","Blueberry Line","0"
"Orange Velvet","Blueberry OG","0"
"Orange Velvet","Bruce Banner","0"
"Orange Velvet","Bubba Kush","0"
"Orange Velvet","Bubba OG","0"
"Orange Velvet","California Sour","0"
"Orange Velvet","Candy Kush","0"
"Orange Velvet","Candyland","0"
"Orange Velvet","Cannadential","0"
"Orange Velvet","Cannalope Haze","0"
"Orange Velvet","Cannatonic","0"
"Orange Velvet","Casey Jones","0"
"Orange Velvet","Cataract Kush","0"
"Orange Velvet","Charles Kush","0"
"Orange Velvet","Cheese Quake","0"
"Orange Velvet","Chem Valley Kush","0"
"Orange Velvet","Chemdog Sour Diesel","0"
"Orange Velvet","Chemmy Jones","0"
"Orange Velvet","Chernobyl","0"
"Orange Velvet","Cherry Pie","0"
"Orange Velvet","Chocolope","0"
"Orange Velvet","Cinderella 88","0"
"Orange Velvet","Cinderella 99","0"
"Orange Velvet","Cinex","0"
"Orange Velvet","Colombian Gold","0"
"Orange Velvet","Cookies and Cream","0"
"Orange Velvet","Corleone Kush","0"
"Orange Velvet","Cotton Candy","0"
"Orange Velvet","Critical Kush","0.125"
"Orange Velvet","Critical Mass","0.25"
"Orange Velvet","DNL","0"
"Orange Velvet","Dairy Queen","0"
"Orange Velvet","DeadHead OG","0"
"Orange Velvet","Death Star","0"
"Orange Velvet","Diesel","0"
"Orange Velvet","Diesel Ryder","0"
"Orange Velvet","Double Dawg","0"
"Orange Velvet","Dutch Hawaiian","0"
"Orange Velvet","Dynamite","0"
"Orange Velvet","Fire OG","0"
"Orange Velvet","Flo","0"
"Orange Velvet","Floral Line","0"
"Orange Velvet","Fruity Pebbles","0.03125"
"Orange Velvet","G-13 Haze","0"
"Orange Velvet","G-13 Haze NYC Diesel","0"
"Orange Velvet","Ghost Train Haze #1","0"
"Orange Velvet","Girl Scout Cookies","0"
"Orange Velvet","Glass Slipper","0"
"Orange Velvet","God's Gift","0"
"Orange Velvet","Golden Goat","0"
"Orange Velvet","Gorilla Glue #4","0"
"Orange Velvet","Grape God","0"
"Orange Velvet","Grape Stomper","0"
"Orange Velvet","Great White Shark","0.125"
"Orange Velvet","Green Crack","0.25"
"Orange Velvet","Green Ribbon","0.125"
"Orange Velvet","HTAF","0"
"Orange Velvet","Hash Plant x Northern Lights","0"
"Orange Velvet","Hawaiian Haze","0"
"Orange Velvet","Headband","0"
"Orange Velvet","Hells Angel OG","0"
"Orange Velvet","Holy Grail Kush","0"
"Orange Velvet","Humboldt Snow","0"
"Orange Velvet","J1","0.25"
"Orange Velvet","Jack Flash","0.0625"
"Orange Velvet","Jack Herer","0"
"Orange Velvet","Jack the Ripper","0"
"Orange Velvet","Jedi Kush","0"
"Orange Velvet","Jesus OG","0"
"Orange Velvet","Jillybean","0.5"
"Orange Velvet","Juicy Fruit","0"
"Orange Velvet","KC 33","0"
"Orange Velvet","Kandy Kush","0"
"Orange Velvet","Kimbo Kush","0"
"Orange Velvet","Kish","0"
"Orange Velvet","Kong","0.03125"
"Orange Velvet","Kushberry","0"
"Orange Velvet","LA Confidential","0"
"Orange Velvet","LSD","0.25"
"Orange Velvet","Larry OG","0"
"Orange Velvet","Las Vegas Purple Kush","0"
"Orange Velvet","Lee Roy","0"
"Orange Velvet","Lemon Alien Dawg","0"
"Orange Velvet","Lemon Diesel","0"
"Orange Velvet","Lemon Haze","0"
"Orange Velvet","Lemon Kush","0"
"Orange Velvet","Lemon Thai","0"
"Orange Velvet","Liberty Haze","0"
"Orange Velvet","Lost Coast OG","0"
"Orange Velvet","Lowryder #2","0"
"Orange Velvet","Mango","0"
"Orange Velvet","Mango Kush","0"
"Orange Velvet","Mass","0.125"
"Orange Velvet","Master Kush","0"
"Orange Velvet","Mk-Ultra","0"
"Orange Velvet","Mob Boss","0"
"Orange Velvet","Moby Dick","0"
"Orange Velvet","Moonshine Haze","0"
"Orange Velvet","Motavation","0.0625"
"Orange Velvet","Mr. Nice","0"
"Orange Velvet","NYC Diesel","0"
"Orange Velvet","Nevil's Wreck","0"
"Orange Velvet","Northern Lights x Haze","0"
"Orange Velvet","Nuken","0"
"Orange Velvet","OG Kush","0"
"Orange Velvet","Obama Kush","0.25"
"Orange Velvet","Ogre","0"
"Orange Velvet","Orange Crush","0"
"Orange Velvet","Orange Kush","0"
"Orange Velvet","Orange Velvet","1"
"Orange Velvet","Oriental Express","0"
"Orange Velvet","Original Diesel","0"
"Orange Velvet","Original Sour Diesel","0"
"Orange Velvet","P50","0"
"Orange Velvet","P75","0"
"Orange Velvet","Permafrost","0"
"Orange Velvet","Phantom Cookies","0"
"Orange Velvet","Pineapple 99","0"
"Orange Velvet","Pineapple Chunk","0"
"Orange Velvet","Pineapple Express","0"
"Orange Velvet","Pineapple Kush","0"
"Orange Velvet","Pink Kush","0"
"Orange Velvet","Pitbull","0"
"Orange Velvet","Platinum Girl Scout Cookies","0"
"Orange Velvet","Platinum Kush","0"
"Orange Velvet","Platinum OG","0"
"Orange Velvet","Plushberry","0"
"Orange Velvet","Purple Afghani","0"
"Orange Velvet","Purple Diesel","0"
"Orange Velvet","Purple Elephant","0"
"Orange Velvet","Purple Kush","0"
"Orange Velvet","Purple Thai","0"
"Orange Velvet","Purple Trainwreck","0"
"Orange Velvet","Qrazy Train","0"
"Orange Velvet","Querkle","0"
"Orange Velvet","Rare Darkness","0"
"Orange Velvet","ReCon","0"
"Orange Velvet","Red Diesel","0"
"Orange Velvet","Red Dragon","0"
"Orange Velvet","Romulan","0"
"Orange Velvet","Royal Kush","0.25"
"Orange Velvet","S.A.G.E.","0"
"Orange Velvet","Sage n Sour","0"
"Orange Velvet","Short Term Amnesia","0"
"Orange Velvet","Silver Haze","0.125"
"Orange Velvet","Skywalker","0"
"Orange Velvet","Skywalker OG","0"
"Orange Velvet","Snow White","0"
"Orange Velvet","Snowcap","0"
"Orange Velvet","Sour Alien","0"
"Orange Velvet","Sour Diesel","0"
"Orange Velvet","Sour Kush","0"
"Orange Velvet","Sour Maui","0"
"Orange Velvet","Sour OG","0"
"Orange Velvet","Sour Tsunami","0"
"Orange Velvet","Sour Willie","0"
"Orange Velvet","Space Queen","0"
"Orange Velvet","Stardawg","0"
"Orange Velvet","Starfighter","0"
"Orange Velvet","Strawberry Cough","0"
"Orange Velvet","Strawberry Diesel","0"
"Orange Velvet","Strawberry Kush","0"
"Orange Velvet","Sugar Plum","0"
"Orange Velvet","Super Lemon Haze","0"
"Orange Velvet","Super Skunk","0.25"
"Orange Velvet","Sweet Pink Grapefruit","0"
"Orange Velvet","Sweet Skunk","0"
"Orange Velvet","Sweet Tooth","0"
"Orange Velvet","Tahoe Alien","0"
"Orange Velvet","Tahoe OG","0"
"Orange Velvet","Tangerine Dream","0"
"Orange Velvet","Tangerine Kush","0"
"Orange Velvet","Tangie","0.125"
"Orange Velvet","The Black","0"
"Orange Velvet","The Flav","0"
"Orange Velvet","Thin Mint Girl Scout Cookies","0"
"Orange Velvet","Tres Dawg","0"
"Orange Velvet","UK Cheese","0.25"
"Orange Velvet","Ultra Sonja","0.125"
"Orange Velvet","Vanilla Kush","0"
"Orange Velvet","Vortex","0"
"Orange Velvet","Warlock","0.125"
"Orange Velvet","West Coast Dawg","0"
"Orange Velvet","White Fire","0"
"Orange Velvet","White Moonshine","0"
"Orange Velvet","White Purple Urkel","0"
"Orange Velvet","White Rhino","0"
"Orange Velvet","White Russian","0"
"Orange Velvet","White Widow","0"
"Orange Velvet","William's Wonder","0"
"Orange Velvet","Willie Nelson","0"
"Orange Velvet","XJ-13","0"
"Orange Velvet","green queen","0.125"
"Orange Velvet","purple arrow","0"
"Orange Velvet","wally og","0"
"Orange Velvet","white nightmare","0"
"Oriental Express","#1","0"
"Oriental Express","A-K","0"
"Oriental Express","Ace of Spades","0"
"Oriental Express","Acid","0"
"Oriental Express","Afghan\/Skunk","0"
"Oriental Express","Afghani Hawaiian","0"
"Oriental Express","Afgoo","0"
"Oriental Express","Agent Orange","0"
"Oriental Express","Alaskan Ice","0"
"Oriental Express","Alien Dawg","0"
"Oriental Express","Alien Kush","0"
"Oriental Express","Alien OG","0"
"Oriental Express","Animal Cookies","0"
"Oriental Express","Apollo 13","0"
"Oriental Express","Banana Kush","0"
"Oriental Express","Berkeley","0"
"Oriental Express","Berkeley Blues","0"
"Oriental Express","Berry White","0"
"Oriental Express","Bio Diesel Mass","0"
"Oriental Express","Bio-Diesel","0"
"Oriental Express","Blackberry","0"
"Oriental Express","Blackberry Kush","0"
"Oriental Express","Blood Wreck","0.25"
"Oriental Express","Blowfish","0"
"Oriental Express","Blue Cheese","0"
"Oriental Express","Blue City Diesel","0"
"Oriental Express","Blue Diesel","0"
"Oriental Express","Blue Dream","0"
"Oriental Express","Blue Magoo","0"
"Oriental Express","Blue Widow","0"
"Oriental Express","Blueberry Kush","0"
"Oriental Express","Blueberry Line","0"
"Oriental Express","Blueberry OG","0"
"Oriental Express","Bruce Banner","0"
"Oriental Express","Bubba Kush","0"
"Oriental Express","Bubba OG","0"
"Oriental Express","California Sour","0"
"Oriental Express","Candy Kush","0"
"Oriental Express","Candyland","0"
"Oriental Express","Cannadential","0"
"Oriental Express","Cannalope Haze","0"
"Oriental Express","Cannatonic","0"
"Oriental Express","Casey Jones","0.5"
"Oriental Express","Cataract Kush","0"
"Oriental Express","Charles Kush","0"
"Oriental Express","Cheese Quake","0"
"Oriental Express","Chem Valley Kush","0"
"Oriental Express","Chemdog Sour Diesel","0"
"Oriental Express","Chemmy Jones","0.25"
"Oriental Express","Chernobyl","0.125"
"Oriental Express","Cherry Pie","0"
"Oriental Express","Chocolope","0"
"Oriental Express","Cinderella 88","0"
"Oriental Express","Cinderella 99","0"
"Oriental Express","Cinex","0"
"Oriental Express","Colombian Gold","0"
"Oriental Express","Cookies and Cream","0"
"Oriental Express","Corleone Kush","0"
"Oriental Express","Cotton Candy","0"
"Oriental Express","Critical Kush","0"
"Oriental Express","Critical Mass","0"
"Oriental Express","DNL","0"
"Oriental Express","Dairy Queen","0"
"Oriental Express","DeadHead OG","0"
"Oriental Express","Death Star","0"
"Oriental Express","Diesel","0"
"Oriental Express","Diesel Ryder","0"
"Oriental Express","Double Dawg","0"
"Oriental Express","Dutch Hawaiian","0"
"Oriental Express","Dynamite","0"
"Oriental Express","Fire OG","0"
"Oriental Express","Flo","0"
"Oriental Express","Floral Line","0"
"Oriental Express","Fruity Pebbles","0.03125"
"Oriental Express","G-13 Haze","0"
"Oriental Express","G-13 Haze NYC Diesel","0"
"Oriental Express","Ghost Train Haze #1","0"
"Oriental Express","Girl Scout Cookies","0"
"Oriental Express","Glass Slipper","0"
"Oriental Express","God's Gift","0"
"Oriental Express","Golden Goat","0"
"Oriental Express","Gorilla Glue #4","0"
"Oriental Express","Grape God","0"
"Oriental Express","Grape Stomper","0"
"Oriental Express","Great White Shark","0"
"Oriental Express","Green Crack","0"
"Oriental Express","Green Ribbon","0.125"
"Oriental Express","HTAF","0"
"Oriental Express","Hash Plant x Northern Lights","0"
"Oriental Express","Hawaiian Haze","0"
"Oriental Express","Headband","0"
"Oriental Express","Hells Angel OG","0"
"Oriental Express","Holy Grail Kush","0"
"Oriental Express","Humboldt Snow","0"
"Oriental Express","J1","0"
"Oriental Express","Jack Flash","0"
"Oriental Express","Jack Herer","0"
"Oriental Express","Jack the Ripper","0"
"Oriental Express","Jedi Kush","0"
"Oriental Express","Jesus OG","0"
"Oriental Express","Jillybean","0"
"Oriental Express","Juicy Fruit","0"
"Oriental Express","KC 33","0"
"Oriental Express","Kandy Kush","0.25"
"Oriental Express","Kimbo Kush","0"
"Oriental Express","Kish","0"
"Oriental Express","Kong","0"
"Oriental Express","Kushberry","0"
"Oriental Express","LA Confidential","0"
"Oriental Express","LSD","0"
"Oriental Express","Larry OG","0"
"Oriental Express","Las Vegas Purple Kush","0"
"Oriental Express","Lee Roy","0"
"Oriental Express","Lemon Alien Dawg","0"
"Oriental Express","Lemon Diesel","0"
"Oriental Express","Lemon Haze","0"
"Oriental Express","Lemon Kush","0"
"Oriental Express","Lemon Thai","0"
"Oriental Express","Liberty Haze","0"
"Oriental Express","Lost Coast OG","0"
"Oriental Express","Lowryder #2","0"
"Oriental Express","Mango","0"
"Oriental Express","Mango Kush","0"
"Oriental Express","Mass","0"
"Oriental Express","Master Kush","0"
"Oriental Express","Mk-Ultra","0"
"Oriental Express","Mob Boss","0"
"Oriental Express","Moby Dick","0"
"Oriental Express","Moonshine Haze","0"
"Oriental Express","Motavation","0"
"Oriental Express","Mr. Nice","0"
"Oriental Express","NYC Diesel","0"
"Oriental Express","Nevil's Wreck","0"
"Oriental Express","Northern Lights x Haze","0"
"Oriental Express","Nuken","0"
"Oriental Express","OG Kush","0"
"Oriental Express","Obama Kush","0"
"Oriental Express","Ogre","0"
"Oriental Express","Orange Crush","0"
"Oriental Express","Orange Kush","0"
"Oriental Express","Orange Velvet","0"
"Oriental Express","Oriental Express","1"
"Oriental Express","Original Diesel","0"
"Oriental Express","Original Sour Diesel","0"
"Oriental Express","P50","0"
"Oriental Express","P75","0"
"Oriental Express","Permafrost","0.25"
"Oriental Express","Phantom Cookies","0"
"Oriental Express","Pineapple 99","0"
"Oriental Express","Pineapple Chunk","0"
"Oriental Express","Pineapple Express","0.25"
"Oriental Express","Pineapple Kush","0"
"Oriental Express","Pink Kush","0"
"Oriental Express","Pitbull","0"
"Oriental Express","Platinum Girl Scout Cookies","0"
"Oriental Express","Platinum Kush","0"
"Oriental Express","Platinum OG","0"
"Oriental Express","Plushberry","0"
"Oriental Express","Purple Afghani","0"
"Oriental Express","Purple Diesel","0"
"Oriental Express","Purple Elephant","0"
"Oriental Express","Purple Kush","0"
"Oriental Express","Purple Thai","0"
"Oriental Express","Purple Trainwreck","0.25"
"Oriental Express","Qrazy Train","0.125"
"Oriental Express","Querkle","0"
"Oriental Express","Rare Darkness","0"
"Oriental Express","ReCon","0"
"Oriental Express","Red Diesel","0"
"Oriental Express","Red Dragon","0"
"Oriental Express","Romulan","0"
"Oriental Express","Royal Kush","0"
"Oriental Express","S.A.G.E.","0"
"Oriental Express","Sage n Sour","0"
"Oriental Express","Short Term Amnesia","0"
"Oriental Express","Silver Haze","0"
"Oriental Express","Skywalker","0"
"Oriental Express","Skywalker OG","0"
"Oriental Express","Snow White","0"
"Oriental Express","Snowcap","0"
"Oriental Express","Sour Alien","0"
"Oriental Express","Sour Diesel","0"
"Oriental Express","Sour Kush","0"
"Oriental Express","Sour Maui","0"
"Oriental Express","Sour OG","0"
"Oriental Express","Sour Tsunami","0"
"Oriental Express","Sour Willie","0"
"Oriental Express","Space Queen","0"
"Oriental Express","Stardawg","0"
"Oriental Express","Starfighter","0"
"Oriental Express","Strawberry Cough","0"
"Oriental Express","Strawberry Diesel","0"
"Oriental Express","Strawberry Kush","0"
"Oriental Express","Sugar Plum","0"
"Oriental Express","Super Lemon Haze","0"
"Oriental Express","Super Skunk","0"
"Oriental Express","Sweet Pink Grapefruit","0"
"Oriental Express","Sweet Skunk","0"
"Oriental Express","Sweet Tooth","0"
"Oriental Express","Tahoe Alien","0"
"Oriental Express","Tahoe OG","0"
"Oriental Express","Tangerine Dream","0"
"Oriental Express","Tangerine Kush","0"
"Oriental Express","Tangie","0"
"Oriental Express","The Black","0"
"Oriental Express","The Flav","0"
"Oriental Express","Thin Mint Girl Scout Cookies","0"
"Oriental Express","Tres Dawg","0"
"Oriental Express","UK Cheese","0"
"Oriental Express","Ultra Sonja","0"
"Oriental Express","Vanilla Kush","0"
"Oriental Express","Vortex","0"
"Oriental Express","Warlock","0"
"Oriental Express","West Coast Dawg","0"
"Oriental Express","White Fire","0"
"Oriental Express","White Moonshine","0"
"Oriental Express","White Purple Urkel","0"
"Oriental Express","White Rhino","0"
"Oriental Express","White Russian","0"
"Oriental Express","White Widow","0"
"Oriental Express","William's Wonder","0"
"Oriental Express","Willie Nelson","0"
"Oriental Express","XJ-13","0"
"Oriental Express","green queen","0"
"Oriental Express","purple arrow","0"
"Oriental Express","wally og","0"
"Oriental Express","white nightmare","0"
"Original Diesel","#1","0"
"Original Diesel","A-K","0"
"Original Diesel","Ace of Spades","0"
"Original Diesel","Acid","0.2109375"
"Original Diesel","Afghan\/Skunk","0"
"Original Diesel","Afghani Hawaiian","0"
"Original Diesel","Afgoo","0"
"Original Diesel","Agent Orange","0"
"Original Diesel","Alaskan Ice","0"
"Original Diesel","Alien Dawg","0.25"
"Original Diesel","Alien Kush","0.0625"
"Original Diesel","Alien OG","0.09375"
"Original Diesel","Animal Cookies","0.125"
"Original Diesel","Apollo 13","0"
"Original Diesel","Banana Kush","0"
"Original Diesel","Berkeley","0"
"Original Diesel","Berkeley Blues","0"
"Original Diesel","Berry White","0"
"Original Diesel","Bio Diesel Mass","0.0703125"
"Original Diesel","Bio-Diesel","0.4609375"
"Original Diesel","Blackberry","0"
"Original Diesel","Blackberry Kush","0.09375"
"Original Diesel","Blood Wreck","0"
"Original Diesel","Blowfish","0"
"Original Diesel","Blue Cheese","0"
"Original Diesel","Blue City Diesel","0.140625"
"Original Diesel","Blue Diesel","0.03515625"
"Original Diesel","Blue Dream","0"
"Original Diesel","Blue Magoo","0"
"Original Diesel","Blue Widow","0"
"Original Diesel","Blueberry Kush","0"
"Original Diesel","Blueberry Line","0"
"Original Diesel","Blueberry OG","0.125"
"Original Diesel","Bruce Banner","0.1953125"
"Original Diesel","Bubba Kush","0.1875"
"Original Diesel","Bubba OG","0.09375"
"Original Diesel","California Sour","0"
"Original Diesel","Candy Kush","0.125"
"Original Diesel","Candyland","0.0625"
"Original Diesel","Cannadential","0"
"Original Diesel","Cannalope Haze","0"
"Original Diesel","Cannatonic","0"
"Original Diesel","Casey Jones","0"
"Original Diesel","Cataract Kush","0.125"
"Original Diesel","Charles Kush","0.09375"
"Original Diesel","Cheese Quake","0"
"Original Diesel","Chem Valley Kush","0.25"
"Original Diesel","Chemdog Sour Diesel","0.53125"
"Original Diesel","Chemmy Jones","0.25"
"Original Diesel","Chernobyl","0"
"Original Diesel","Cherry Pie","0"
"Original Diesel","Chocolope","0"
"Original Diesel","Cinderella 88","0"
"Original Diesel","Cinderella 99","0"
"Original Diesel","Cinex","0"
"Original Diesel","Colombian Gold","0"
"Original Diesel","Cookies and Cream","0.0859375"
"Original Diesel","Corleone Kush","0.09375"
"Original Diesel","Cotton Candy","0"
"Original Diesel","Critical Kush","0.125"
"Original Diesel","Critical Mass","0"
"Original Diesel","DNL","0.125"
"Original Diesel","Dairy Queen","0"
"Original Diesel","DeadHead OG","0"
"Original Diesel","Death Star","0.28125"
"Original Diesel","Diesel","0.421875"
"Original Diesel","Diesel Ryder","0.140625"
"Original Diesel","Double Dawg","0.375"
"Original Diesel","Dutch Hawaiian","0"
"Original Diesel","Dynamite","0"
"Original Diesel","Fire OG","0.125"
"Original Diesel","Flo","0"
"Original Diesel","Floral Line","0"
"Original Diesel","Fruity Pebbles","0.046875"
"Original Diesel","G-13 Haze","0"
"Original Diesel","G-13 Haze NYC Diesel","0.140625"
"Original Diesel","Ghost Train Haze #1","0"
"Original Diesel","Girl Scout Cookies","0.125"
"Original Diesel","Glass Slipper","0"
"Original Diesel","God's Gift","0.125"
"Original Diesel","Golden Goat","0"
"Original Diesel","Gorilla Glue #4","0.25"
"Original Diesel","Grape God","0"
"Original Diesel","Grape Stomper","0.265625"
"Original Diesel","Great White Shark","0"
"Original Diesel","Green Crack","0"
"Original Diesel","Green Ribbon","0"
"Original Diesel","HTAF","0"
"Original Diesel","Hash Plant x Northern Lights","0.125"
"Original Diesel","Hawaiian Haze","0"
"Original Diesel","Headband","0.40625"
"Original Diesel","Hells Angel OG","0.125"
"Original Diesel","Holy Grail Kush","0.125"
"Original Diesel","Humboldt Snow","0"
"Original Diesel","J1","0"
"Original Diesel","Jack Flash","0"
"Original Diesel","Jack Herer","0"
"Original Diesel","Jack the Ripper","0"
"Original Diesel","Jedi Kush","0.140625"
"Original Diesel","Jesus OG","0.0625"
"Original Diesel","Jillybean","0"
"Original Diesel","Juicy Fruit","0"
"Original Diesel","KC 33","0"
"Original Diesel","Kandy Kush","0.125"
"Original Diesel","Kimbo Kush","0.1015625"
"Original Diesel","Kish","0"
"Original Diesel","Kong","0"
"Original Diesel","Kushberry","0.125"
"Original Diesel","LA Confidential","0"
"Original Diesel","LSD","0"
"Original Diesel","Larry OG","0.125"
"Original Diesel","Las Vegas Purple Kush","0.125"
"Original Diesel","Lee Roy","0"
"Original Diesel","Lemon Alien Dawg","0.125"
"Original Diesel","Lemon Diesel","0.125"
"Original Diesel","Lemon Haze","0"
"Original Diesel","Lemon Kush","0"
"Original Diesel","Lemon Thai","0"
"Original Diesel","Liberty Haze","0.25"
"Original Diesel","Lost Coast OG","0.25"
"Original Diesel","Lowryder #2","0"
"Original Diesel","Mango","0"
"Original Diesel","Mango Kush","0"
"Original Diesel","Mass","0"
"Original Diesel","Master Kush","0"
"Original Diesel","Mk-Ultra","0.125"
"Original Diesel","Mob Boss","0.25"
"Original Diesel","Moby Dick","0"
"Original Diesel","Moonshine Haze","0"
"Original Diesel","Motavation","0"
"Original Diesel","Mr. Nice","0"
"Original Diesel","NYC Diesel","0.28125"
"Original Diesel","Nevil's Wreck","0"
"Original Diesel","Northern Lights x Haze","0.125"
"Original Diesel","Nuken","0"
"Original Diesel","OG Kush","0.25"
"Original Diesel","Obama Kush","0.125"
"Original Diesel","Ogre","0"
"Original Diesel","Orange Crush","0"
"Original Diesel","Orange Kush","0.125"
"Original Diesel","Orange Velvet","0"
"Original Diesel","Oriental Express","0"
"Original Diesel","Original Diesel","1"
"Original Diesel","Original Sour Diesel","0.421875"
"Original Diesel","P50","0"
"Original Diesel","P75","0"
"Original Diesel","Permafrost","0"
"Original Diesel","Phantom Cookies","0"
"Original Diesel","Pineapple 99","0"
"Original Diesel","Pineapple Chunk","0"
"Original Diesel","Pineapple Express","0"
"Original Diesel","Pineapple Kush","0"
"Original Diesel","Pink Kush","0"
"Original Diesel","Pitbull","0"
"Original Diesel","Platinum Girl Scout Cookies","0.125"
"Original Diesel","Platinum Kush","0"
"Original Diesel","Platinum OG","0.125"
"Original Diesel","Plushberry","0"
"Original Diesel","Purple Afghani","0"
"Original Diesel","Purple Diesel","0.28125"
"Original Diesel","Purple Elephant","0"
"Original Diesel","Purple Kush","0"
"Original Diesel","Purple Thai","0"
"Original Diesel","Purple Trainwreck","0"
"Original Diesel","Qrazy Train","0"
"Original Diesel","Querkle","0"
"Original Diesel","Rare Darkness","0"
"Original Diesel","ReCon","0"
"Original Diesel","Red Diesel","0.140625"
"Original Diesel","Red Dragon","0"
"Original Diesel","Romulan","0"
"Original Diesel","Royal Kush","0"
"Original Diesel","S.A.G.E.","0"
"Original Diesel","Sage n Sour","0.28125"
"Original Diesel","Short Term Amnesia","0"
"Original Diesel","Silver Haze","0.0625"
"Original Diesel","Skywalker","0"
"Original Diesel","Skywalker OG","0.125"
"Original Diesel","Snow White","0"
"Original Diesel","Snowcap","0"
"Original Diesel","Sour Alien","0.2421875"
"Original Diesel","Sour Diesel","0.5625"
"Original Diesel","Sour Kush","0.40625"
"Original Diesel","Sour Maui","0.28125"
"Original Diesel","Sour OG","0.28125"
"Original Diesel","Sour Tsunami","0.4921875"
"Original Diesel","Sour Willie","0.28125"
"Original Diesel","Space Queen","0"
"Original Diesel","Stardawg","0.46875"
"Original Diesel","Starfighter","0.109375"
"Original Diesel","Strawberry Cough","0"
"Original Diesel","Strawberry Diesel","0.140625"
"Original Diesel","Strawberry Kush","0.0625"
"Original Diesel","Sugar Plum","0"
"Original Diesel","Super Lemon Haze","0"
"Original Diesel","Super Skunk","0"
"Original Diesel","Sweet Pink Grapefruit","0"
"Original Diesel","Sweet Skunk","0.0625"
"Original Diesel","Sweet Tooth","0"
"Original Diesel","Tahoe Alien","0.09375"
"Original Diesel","Tahoe OG","0.125"
"Original Diesel","Tangerine Dream","0"
"Original Diesel","Tangerine Kush","0"
"Original Diesel","Tangie","0"
"Original Diesel","The Black","0"
"Original Diesel","The Flav","0"
"Original Diesel","Thin Mint Girl Scout Cookies","0.125"
"Original Diesel","Tres Dawg","0.4375"
"Original Diesel","UK Cheese","0"
"Original Diesel","Ultra Sonja","0"
"Original Diesel","Vanilla Kush","0"
"Original Diesel","Vortex","0"
"Original Diesel","Warlock","0"
"Original Diesel","West Coast Dawg","0.25"
"Original Diesel","White Fire","0"
"Original Diesel","White Moonshine","0"
"Original Diesel","White Purple Urkel","0"
"Original Diesel","White Rhino","0"
"Original Diesel","White Russian","0"
"Original Diesel","White Widow","0"
"Original Diesel","William's Wonder","0"
"Original Diesel","Willie Nelson","0"
"Original Diesel","XJ-13","0"
"Original Diesel","green queen","0"
"Original Diesel","purple arrow","0"
"Original Diesel","wally og","0"
"Original Diesel","white nightmare","0"
"Original Sour Diesel","#1","0"
"Original Sour Diesel","A-K","0"
"Original Sour Diesel","Ace of Spades","0"
"Original Sour Diesel","Acid","0.298828125"
"Original Sour Diesel","Afghan\/Skunk","0"
"Original Sour Diesel","Afghani Hawaiian","0"
"Original Sour Diesel","Afgoo","0"
"Original Sour Diesel","Agent Orange","0"
"Original Sour Diesel","Alaskan Ice","0"
"Original Sour Diesel","Alien Dawg","0.09375"
"Original Sour Diesel","Alien Kush","0.0703125"
"Original Sour Diesel","Alien OG","0.12109375"
"Original Sour Diesel","Animal Cookies","0.109375"
"Original Sour Diesel","Apollo 13","0"
"Original Sour Diesel","Banana Kush","0"
"Original Sour Diesel","Berkeley","0"
"Original Sour Diesel","Berkeley Blues","0"
"Original Sour Diesel","Berry White","0"
"Original Sour Diesel","Bio Diesel Mass","0.099609375"
"Original Sour Diesel","Bio-Diesel","0.404296875"
"Original Sour Diesel","Blackberry","0"
"Original Sour Diesel","Blackberry Kush","0.03515625"
"Original Sour Diesel","Blood Wreck","0"
"Original Sour Diesel","Blowfish","0"
"Original Sour Diesel","Blue Cheese","0"
"Original Sour Diesel","Blue City Diesel","0.19921875"
"Original Sour Diesel","Blue Diesel","0.0498046875"
"Original Sour Diesel","Blue Dream","0"
"Original Sour Diesel","Blue Magoo","0"
"Original Sour Diesel","Blue Widow","0"
"Original Sour Diesel","Blueberry Kush","0"
"Original Sour Diesel","Blueberry Line","0"
"Original Sour Diesel","Blueberry OG","0.046875"
"Original Sour Diesel","Bruce Banner","0.146484375"
"Original Sour Diesel","Bubba Kush","0.0703125"
"Original Sour Diesel","Bubba OG","0.03515625"
"Original Sour Diesel","California Sour","0"
"Original Sour Diesel","Candy Kush","0.046875"
"Original Sour Diesel","Candyland","0.0234375"
"Original Sour Diesel","Cannadential","0"
"Original Sour Diesel","Cannalope Haze","0"
"Original Sour Diesel","Cannatonic","0"
"Original Sour Diesel","Casey Jones","0"
"Original Sour Diesel","Cataract Kush","0.046875"
"Original Sour Diesel","Charles Kush","0.10546875"
"Original Sour Diesel","Cheese Quake","0"
"Original Sour Diesel","Chem Valley Kush","0.21875"
"Original Sour Diesel","Chemdog Sour Diesel","0.4921875"
"Original Sour Diesel","Chemmy Jones","0.09375"
"Original Sour Diesel","Chernobyl","0"
